scientificName,taxon,kingdom,earliestEventDate,earliestLocation,earliestISO3,totalCountryCount,habitat,establishmentMeans,isInvasiveAnywhere,originalDatabase
Najas pectinata (Parl.) Magnus,Najas pectinata,Plantae,NA,NA,NA,1,freshwater,introduced,TRUE,FirstRecords; GRIIS
"Nandayus nenday (Vieillot, 1823)",Nandayus nenday,Animalia,1900,United States,USA,6,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; TrIAS; FirstRecords; GRIIS
Nandina domestica Thunb.,Nandina domestica,Plantae,1843,Australia,AUS,7,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
"Nanidorus minor (Colbran, 1956)",Nanidorus minor,Animalia,NA,NA,NA,1,terrestrial,introduced,TRUE,GRIIS; Artsdatabanken
Narcissus pseudonarcissus L.,Narcissus pseudonarcissus,Plantae,1500,Bulgaria,BGR,21,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; FirstRecords; GRIIS; Artsdatabanken
Nardus stricta L.,Nardus stricta,Plantae,1931,New Zealand,NZL,5,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Nassella neesiana (Trin. and Rupr.) Barkworth; Nassella neesiana (Trin. & Rupr.) Barkworth,Nassella neesiana,Plantae,1500,United Kingdom,GBR,10,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; TrIAS; FirstRecords; GRIIS
Nassella tenuissima (Trin.) Barkworth,Nassella tenuissima,Plantae,1890,Mexico,MEX,8,terrestrial,introduced,TRUE,SINAS; TrIAS; FirstRecords; GRIIS
Nassella trichotoma (Nees) Hack. ex Arechav.; Nassella trichotoma (Nees) Hack. & Arechav.,Nassella trichotoma,Plantae,1500,Italy,ITA,6,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; FirstRecords; GRIIS
Nasturtium microphyllum Boenn. ex Rchb.; Nasturtium microphyllum (Boenn. ex Rchb.) Rchb.,Nasturtium microphyllum,Plantae,1865,Australia,AUS,8,freshwater; terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Nasturtium officinale R.Br.,Nasturtium officinale,Plantae,1650,South Africa,ZAF,22,freshwater; brackish; terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,SINAS; USRIIS; FirstRecords; GRIIS
"Nasua nasua (Linnaeus, 1766)",Nasua nasua,Animalia,1935,Chile,CHL,4,terrestrial,introduced,TRUE,FirstRecords; GRIIS
"Nathrius brevipennis (Mulsant, 1839)",Nathrius brevipennis,Animalia,1900,Norway,NOR,9,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,SINAS; USRIIS; FirstRecords; GRIIS
"Naupactus cervinus Boheman, 1840",Naupactus cervinus,Animalia,1879,United States,USA,4,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
"Nealsomyia rufella (Bezzi, 1925)",Nealsomyia rufella,Animalia,1995,Japan,JPN,1,terrestrial,introduced,TRUE,FirstRecords; GRIIS
"Necrobia ruficollis (Fabricius, 1775)",Necrobia ruficollis,Animalia,1830,United States,USA,6,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
"Necrobia rufipes (De Geer, 1775); Necrobia rufipes (Fabricius, 1781)",Necrobia rufipes,Animalia,1834,United States,USA,9,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Nelumbo nucifera Gaertn.,Nelumbo nucifera,Plantae,1500,Italy,ITA,9,freshwater; terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; FirstRecords; GRIIS
"Nemapogon granella (Linnaeus, 1758)",Nemapogon granella,Animalia,1565,United States,USA,4,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
"Nematodirus battus Crofton & Thomas, 1951",Nematodirus battus,Animalia,1955,Norway,NOR,1,terrestrial,introduced,TRUE,SINAS; GRIIS; Artsdatabanken
"Neocaridina davidi (Bouvier, 1904)",Neocaridina davidi,Animalia,2011,Germany,DEU,2,freshwater,introduced,TRUE,FirstRecords; GRIIS
"Neoclytus acuminatus (Fabricius, 1775)",Neoclytus acuminatus,Animalia,1908,Italy,ITA,6,terrestrial,introduced,TRUE,FirstRecords; GRIIS
"Neodiprion sertifer (Geoffroy); Neodiprion sertifer (Geoffroy, 1785)",Neodiprion sertifer,Animalia,1925,United States,USA,2,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
"Neoergasilus japonicus (Harada, 1930)",Neoergasilus japonicus,Animalia,1980,United Kingdom,GBR,3,freshwater,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,SINAS; USRIIS; GRIIS
"Neogobius fluviatilis (Pallas, 1814)",Neogobius fluviatilis,Animalia,1930,Belarus,BLR,14,brackish; freshwater,introduced,TRUE,DAISIE; TrIAS; FirstRecords; GRIIS; InstytutOchronyPrzyrody
"Neogobius melanostomus (Pallas, 1814)",Neogobius melanostomus,Animalia,1930,Norway,NOR,23,brackish; freshwater,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,SINAS; USRIIS; TrIAS; FirstRecords; GRIIS
"Neohydronomus pulchellus Hustache, 1926",Neohydronomus pulchellus,Animalia,NA,NA,NA,1,terrestrial,introduced,TRUE,FirstRecords; GRIIS
"Neolamprologus brichardi (Poll, 1974)",Neolamprologus brichardi,Animalia,NA,NA,NA,1,freshwater,introduced,TRUE,FirstRecords; GRIIS
"Neomyzus circumflexus (Buckton, 1876)",Neomyzus circumflexus,Animalia,1876,United Kingdom,GBR,2,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,"SINAS, DAISIE; USRIIS; GRIIS"
Neonotonia wightii (Wight and Arn.) J.A. Lackey; Neonotonia wightii (Wight & Arn.) J.A.Lackey,Neonotonia wightii,Plantae,1881,South Africa,ZAF,8,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
"Neostylopyga rhombifolia (Stoll, 1813)",Neostylopyga rhombifolia,Animalia,1917,United States,USA,3,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
"Neotoxoptera formosana (Takahashi, 1921)",Neotoxoptera formosana,Animalia,1927,United States,USA,2,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; GRIIS
"Neotragus moschatus (Von Dueben, 1846)",Neotragus moschatus,Animalia,NA,NA,NA,1,terrestrial,introduced,TRUE,FirstRecords; GRIIS
Nepeta cataria L.,Nepeta cataria,Plantae,-5300,Czechia,CZE,18,freshwater; terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; FirstRecords; GRIIS; Artsdatabanken; InstytutOchronyPrzyrody
Nephrolepis brownii (Desv.) Hovenkamp and Miyam.; Nephrolepis brownii (Desv.) Hovenkamp & Miyam.,Nephrolepis brownii,Plantae,1940,United States,USA,8,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS; M.McGeoch_AUS_2025
Nephrolepis cordifolia (L.) C. Presl; Nephrolepis cordifolia (L.) C.Presl,Nephrolepis cordifolia,Plantae,1500,Italy,ITA,10,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; FirstRecords; GRIIS
Nephrolepis falcata (Cav.) C. Chr.; Nephrolepis falcata (Cav.) C.Chr.,Nephrolepis falcata,Plantae,1923,United States,USA,2,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Nephrolepis hirsutula (G.Forst.) C.Presl,Nephrolepis hirsutula,Plantae,NA,NA,NA,3,terrestrial,introduced,TRUE,FirstRecords; GRIIS
Neptunia plena (L.) Benth.,Neptunia plena,Plantae,1950,Indonesia,IDN,9,terrestrial,introduced,TRUE,SINAS; FirstRecords; GRIIS
Nerium oleander L.,Nerium oleander,Plantae,1400,China,CHN,33,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,SINAS; USRIIS; FirstRecords; GRIIS
Neslia paniculata (L.) Desv.,Neslia paniculata,Plantae,-5300,Czechia,CZE,15,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; FirstRecords; GRIIS; InstytutOchronyPrzyrody
Neurada procumbens L.,Neurada procumbens,Plantae,1960,Spain,ESP,2,terrestrial,introduced,TRUE,FirstRecords; GRIIS
Neurolaena lobata (L.) Cass.; Neurolaena lobata (L.) R.Br.,Neurolaena lobata,Plantae,NA,NA,NA,2,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; GRIIS
Neustanthus phaseoloides (Roxb.) Benth.,Neustanthus phaseoloides,Plantae,1972,Jamaica,JAM,31,terrestrial,introduced,TRUE,FirstRecords; GRIIS
Neyraudia reynaudiana (Kunth) Keng ex Hitchc.,Neyraudia reynaudiana,Plantae,1861,United States,USA,3,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
"Nezara viridula (Linnaeus, 1758)",Nezara viridula,Animalia,1920,United States,USA,8,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; GRIIS; InstytutOchronyPrzyrody
Nicandra physalodes (L.) Gaertn.,Nicandra physalodes,Plantae,1500,Bulgaria,BGR,68,freshwater; terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; TrIAS; FirstRecords; GRIIS
Nicotiana glauca Graham,Nicotiana glauca,Plantae,1500,Italy,ITA,48,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; TrIAS; FirstRecords; GRIIS
Nicotiana paniculata L.,Nicotiana paniculata,Plantae,1947,Spain,ESP,1,terrestrial,introduced,TRUE,FirstRecords; GRIIS
Nicotiana plumbaginifolia Viv.,Nicotiana plumbaginifolia,Plantae,1874,India,IND,5,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Nicotiana tabacum L.,Nicotiana tabacum,Plantae,1500,Germany,DEU,56,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; TrIAS; FirstRecords; GRIIS
"Niditinea fuscella (Linnaeus, 1758)",Niditinea fuscella,Animalia,1565,United States,USA,2,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Nidorella aegyptiaca (L.) J.C.Manning & Goldblatt,Nidorella aegyptiaca,Plantae,NA,NA,NA,2,terrestrial,introduced,TRUE,FirstRecords; GRIIS
Nierembergia linariifolia Graham,Nierembergia linariifolia,Plantae,NA,NA,NA,5,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Nitellopsis obtusa (Desv.) J.Groves,Nitellopsis obtusa,Plantae,1978,United States,USA,1,brackish; freshwater,"introduced (alien, exotic, non-native, nonindigenous)",TRUE,USRIIS
Noaea mucronata (Forssk.) Asch. & Schweinf.,Noaea mucronata,Plantae,NA,NA,NA,1,terrestrial,introduced,TRUE,FirstRecords; GRIIS
Noccaea perfoliata (L.) Al-Shehbaz,Noccaea perfoliata,Plantae,1600,Sweden,SWE,7,terrestrial,introduced,TRUE,FirstRecords; GRIIS
Nonea pulla (L.) DC.,Nonea pulla,Plantae,1854,Latvia,LVA,13,freshwater; terrestrial,introduced,TRUE,TrIAS; FirstRecords; GRIIS
Noronhia emarginata (Lam.) Thouars; Noronhia emarginata (Lam.) Poir.,Noronhia emarginata,Plantae,1916,United States,USA,4,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
"Notemigonus crysoleucas (Mitchill, 1814)",Notemigonus crysoleucas,Animalia,1973,Mexico,MEX,1,brackish; freshwater,introduced,TRUE,FirstRecords; GRIIS
Nothoscordum borbonicum Kunth; Nothoscordum × borbonicum Kunth,Nothoscordum borbonicum,Plantae,1500,United Kingdom,GBR,7,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; FirstRecords; GRIIS
Nothoscordum gracile (Aiton) Stearn,Nothoscordum gracile,Plantae,1870,Japan,JPN,11,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS; M.McGeoch_AUS_2025
Notobasis syriaca (L.) Cass.,Notobasis syriaca,Plantae,1909,Belgium,BEL,4,terrestrial,introduced,TRUE,TrIAS; FirstRecords; GRIIS
Nuttallanthus canadensis (L.) D.A.Sutton,Nuttallanthus canadensis,Plantae,1875,Chile,CHL,6,terrestrial,introduced,TRUE,SINAS; FirstRecords; GRIIS
"Nyctereutes procyonoides (Gray, 1834)",Nyctereutes procyonoides,Animalia,1926,Russia,RUS,31,terrestrial,introduced,TRUE,TrIAS; FirstRecords; GRIIS; InstytutOchronyPrzyrody
Nymphaea L.,Nymphaea,Plantae,NA,NA,NA,7,freshwater; terrestrial,introduced,TRUE,GRIIS; FirstRecords
Nymphaea alba L.,Nymphaea alba,Plantae,1930,China,CHN,7,freshwater,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,SINAS; USRIIS; FirstRecords; GRIIS
Nymphaea capensis Thunb.; Nymphaea capensis Baill.,Nymphaea capensis,Plantae,1897,United States,USA,3,freshwater; terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Nymphaea lotus L.,Nymphaea lotus,Plantae,1798,Romania,ROU,12,freshwater; terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,"SINAS, DAISIE; USRIIS; FirstRecords; GRIIS"
Nymphaea ×marliacea Lat.-Marl.; Nymphaea × marliacea Lat.-Marl.,Nymphaea marliacea,Plantae,1996,Australia,AUS,7,freshwater,introduced,TRUE,SINAS; TrIAS; FirstRecords; GRIIS
Nymphaea mexicana Zucc.,Nymphaea mexicana,Plantae,1500,Italy,ITA,8,freshwater; terrestrial,introduced,TRUE,DAISIE; FirstRecords; GRIIS
Nymphaea micrantha Guillaumin & Perr.,Nymphaea micrantha,Plantae,NA,NA,NA,1,freshwater,introduced,TRUE,FirstRecords; GRIIS
Nymphaea odorata Aiton; Nymphaea odorata Sol. ex Aiton,Nymphaea odorata,Plantae,1977,Australia,AUS,4,freshwater; terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
"Nymphicus hollandicus (Kerr, 1792)",Nymphicus hollandicus,Animalia,1975,Belgium,BEL,7,terrestrial,introduced,TRUE,TrIAS; FirstRecords; GRIIS
Nymphoides hydrophylla (Lour.) Kuntze,Nymphoides hydrophylla,Plantae,1967,Iran,IRN,2,freshwater; terrestrial,introduced,TRUE,FirstRecords; GRIIS
Nymphoides indica (L.) Kuntze,Nymphoides indica,Plantae,1983,United States,USA,3,freshwater; terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Nymphoides peltata (S.G. Gmel.) Kuntze; Nymphoides peltata (S.G.Gmel.) Kuntze,Nymphoides peltata,Plantae,1500,Switzerland,CHE,7,freshwater; brackish; terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; FirstRecords; GRIIS; Artsdatabanken
Nypa fruticans Wurmb,Nypa fruticans,Plantae,NA,NA,NA,3,brackish; terrestrial,introduced,TRUE,FirstRecords; GRIIS
"Obesogammarus crassus (G.O.Sars, 1894)",Obesogammarus crassus,Animalia,NA,NA,NA,2,brackish; freshwater,introduced,TRUE,FirstRecords; GRIIS
"Obesogammarus obesus (G.O.Sars, 1894)",Obesogammarus obesus,Animalia,NA,NA,NA,2,freshwater,introduced,TRUE,FirstRecords; GRIIS
"Obolodiplosis robiniae (Haldeman, 1847)",Obolodiplosis robiniae,Animalia,2003,Italy,ITA,9,terrestrial,introduced,TRUE,"GBIF, SINAS, EPPO Distribution, DAISIE; FirstRecords; GRIIS; InstytutOchronyPrzyrody"
Ochna serrulata (Hochst.) Walp.,Ochna serrulata,Plantae,1932,Australia,AUS,4,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Ochrosia elliptica Labill.,Ochrosia elliptica,Plantae,1920,Australia,AUS,4,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,SINAS; USRIIS; FirstRecords; GRIIS
Ocimum americanum L.,Ocimum americanum,Plantae,1889,Madagascar,MDG,8,terrestrial,introduced,TRUE,FirstRecords; GRIIS
Ocimum basilicum L.,Ocimum basilicum,Plantae,1500,Czechia,CZE,39,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; TrIAS; FirstRecords; GRIIS
Ocimum gratissimum L.,Ocimum gratissimum,Plantae,1918,China,CHN,21,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,SINAS; USRIIS; FirstRecords; GRIIS
"Octodonta nipae (Maulik, 1921)",Octodonta nipae,Animalia,2001,China,CHN,1,terrestrial,introduced,TRUE,FirstRecords; GRIIS
"Odocoileus hemionus (Rafinesque, 1817)",Odocoileus hemionus,Animalia,1877,New Zealand,NZL,3,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,SINAS; USRIIS; FirstRecords; GRIIS
"Odocoileus virginianus (Zimmermann, 1780)",Odocoileus virginianus,Animalia,1670,Antigua & Barbuda,ATG,9,terrestrial,introduced,TRUE,SINAS; FirstRecords; GRIIS
"Odontarrhena corsica (Duby) Španiel, Al-Shehbaz, D.A.German & Marhold",Odontarrhena corsica,Plantae,NA,NA,NA,1,terrestrial,introduced,TRUE,FirstRecords; GRIIS
Odontarrhena muralis (Waldst. & Kit.) Endl.,Odontarrhena muralis,Plantae,1850,Belgium,BEL,6,terrestrial,introduced,TRUE,TrIAS; FirstRecords; GRIIS
"Odontesthes bonariensis (Valenciennes, 1835)",Odontesthes bonariensis,Animalia,1943,Brazil,BRA,7,brackish; freshwater; marine,introduced,TRUE,FirstRecords; GRIIS
Odontites vernus (Bellardi) Dumort.,Odontites vernus,Plantae,1500,Poland,POL,4,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS; InstytutOchronyPrzyrody
Odontites vulgaris Moench,Odontites vulgaris,Plantae,1820,Norway,NOR,5,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,SINAS; USRIIS; FirstRecords; GRIIS; Artsdatabanken
"Odontomachus ruginodis Smith, 1937",Odontomachus ruginodis,Animalia,2005,Costa Rica,CRI,2,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Odontonema cuspidatum (Nees) Kuntze,Odontonema cuspidatum,Plantae,1937,United States,USA,9,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Odontonema nitidum (Jacq.) Kuntze,Odontonema nitidum,Plantae,NA,NA,NA,2,terrestrial,introduced,TRUE,FirstRecords; GRIIS
Odontonema tubaeforme (Bertol.) Kuntze,Odontonema tubaeforme,Plantae,1985,Australia,AUS,13,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Oenanthe javanica (Blume) DC.,Oenanthe javanica,Plantae,1500,Italy,ITA,3,freshwater; terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; FirstRecords; GRIIS
Oenothera × adriatica Soldano,Oenothera adriatica,Plantae,NA,NA,NA,1,terrestrial,introduced,TRUE,FirstRecords; GRIIS
Oenothera affinis Cambess.,Oenothera affinis,Plantae,1880,Australia; Portugal,AUS; PRT,5,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; TrIAS; FirstRecords; GRIIS
Oenothera biennis L.,Oenothera biennis,Plantae,1500,Bulgaria,BGR,49,freshwater; terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; TrIAS; FirstRecords; GRIIS; Artsdatabanken; InstytutOchronyPrzyrody
Oenothera curtiflora W.L. Wagner and Hoch; Oenothera curtiflora W.L.Wagner & Hoch,Oenothera curtiflora,Plantae,1929,Australia,AUS,5,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; TrIAS; FirstRecords; GRIIS
Oenothera drummondii Hook.,Oenothera drummondii,Plantae,1871,Egypt,EGY,8,terrestrial,introduced,TRUE,SINAS; FirstRecords; GRIIS
Oenothera glazioviana Micheli,Oenothera glazioviana,Plantae,1500,Switzerland,CHE,43,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; TrIAS; FirstRecords; GRIIS; Artsdatabanken; InstytutOchronyPrzyrody
Oenothera grandiflora L'Her.,Oenothera grandiflora,Plantae,1500,Italy,ITA,5,terrestrial,introduced,TRUE,DAISIE; FirstRecords; GRIIS
Oenothera grandis (Britton) Rydb.,Oenothera grandis,Plantae,2001,Japan,JPN,1,terrestrial,introduced,TRUE,FirstRecords; GRIIS
Oenothera indecora Cambess.,Oenothera indecora,Plantae,1889,Portugal,PRT,12,terrestrial,introduced,TRUE,"SINAS, DAISIE; TrIAS; FirstRecords; GRIIS"
Oenothera jamesii Torr. & A.Gray,Oenothera jamesii,Plantae,1858,South Africa,ZAF,3,terrestrial,introduced,TRUE,FirstRecords; GRIIS
Oenothera laciniata Hill,Oenothera laciniata,Plantae,1500,Italy,ITA,19,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; TrIAS; FirstRecords; GRIIS
Oenothera × latipetala (Soldano) Soldano,Oenothera latipetala,Plantae,NA,NA,NA,1,terrestrial,introduced,TRUE,FirstRecords; GRIIS
Oenothera longiflora L.,Oenothera longiflora,Plantae,1864,Portugal,PRT,4,terrestrial,introduced,TRUE,FirstRecords; GRIIS
Oenothera oakesiana (A.Gray) J.W.Robbins ex S.Watson,Oenothera oakesiana,Plantae,1500,Germany,DEU,13,terrestrial,introduced,TRUE,DAISIE; TrIAS; FirstRecords; GRIIS; InstytutOchronyPrzyrody
Oenothera parodiana Munz,Oenothera parodiana,Plantae,1909,South Africa,ZAF,5,terrestrial,introduced,TRUE,FirstRecords; GRIIS
